Original_Row,Field,Action,Reason
20036,Duplicate Record,Deleted,Multiple joins/reconnects
20040,Duplicate Record,Deleted,Multiple joins/reconnects
20041,Duplicate Record,Deleted,Multiple joins/reconnects
20043,Duplicate Record,Deleted,Multiple joins/reconnects
20075,Duplicate Record,Deleted,Multiple joins/reconnects
20078,Duplicate Record,Deleted,Multiple joins/reconnects
20092,Duplicate Record,Deleted,Multiple joins/reconnects
20093,Duplicate Record,Deleted,Multiple joins/reconnects
20102,Duplicate Record,Deleted,Multiple joins/reconnects
20107,Duplicate Record,Deleted,Multiple joins/reconnects
20111,Duplicate Record,Deleted,Multiple joins/reconnects
20114,Duplicate Record,Deleted,Multiple joins/reconnects
20116,Duplicate Record,Deleted,Multiple joins/reconnects
20118,Duplicate Record,Deleted,Multiple joins/reconnects
20119,Duplicate Record,Deleted,Multiple joins/reconnects
20125,Duplicate Record,Deleted,Multiple joins/reconnects
20126,Duplicate Record,Deleted,Multiple joins/reconnects
20138,Duplicate Record,Deleted,Multiple joins/reconnects
20139,Duplicate Record,Deleted,Multiple joins/reconnects
20142,Duplicate Record,Deleted,Multiple joins/reconnects
20143,Duplicate Record,Deleted,Multiple joins/reconnects
20151,Duplicate Record,Deleted,Multiple joins/reconnects
20165,Duplicate Record,Deleted,Multiple joins/reconnects
20166,Duplicate Record,Deleted,Multiple joins/reconnects
20179,Duplicate Record,Deleted,Multiple joins/reconnects
20217,Duplicate Record,Deleted,Multiple joins/reconnects
20228,Duplicate Record,Deleted,Multiple joins/reconnects
20229,Duplicate Record,Deleted,Multiple joins/reconnects
20233,Duplicate Record,Deleted,Multiple joins/reconnects
20234,Duplicate Record,Deleted,Multiple joins/reconnects
20266,Duplicate Record,Deleted,Multiple joins/reconnects
20275,Duplicate Record,Deleted,Multiple joins/reconnects
20276,Duplicate Record,Deleted,Multiple joins/reconnects
20282,Duplicate Record,Deleted,Multiple joins/reconnects
20283,Duplicate Record,Deleted,Multiple joins/reconnects
20300,Duplicate Record,Deleted,Multiple joins/reconnects
20301,Duplicate Record,Deleted,Multiple joins/reconnects
20310,Duplicate Record,Deleted,Multiple joins/reconnects
20318,Duplicate Record,Deleted,Multiple joins/reconnects
20319,Duplicate Record,Deleted,Multiple joins/reconnects
20337,Duplicate Record,Deleted,Multiple joins/reconnects
20341,Duplicate Record,Deleted,Multiple joins/reconnects
20342,Duplicate Record,Deleted,Multiple joins/reconnects
20373,Duplicate Record,Deleted,Multiple joins/reconnects
20374,Duplicate Record,Deleted,Multiple joins/reconnects
20381,Duplicate Record,Deleted,Multiple joins/reconnects
20382,Duplicate Record,Deleted,Multiple joins/reconnects
20411,Duplicate Record,Deleted,Multiple joins/reconnects
20412,Duplicate Record,Deleted,Multiple joins/reconnects
20420,Duplicate Record,Deleted,Multiple joins/reconnects
20422,Duplicate Record,Deleted,Multiple joins/reconnects
20423,Duplicate Record,Deleted,Multiple joins/reconnects
20434,Duplicate Record,Deleted,Multiple joins/reconnects
20435,Duplicate Record,Deleted,Multiple joins/reconnects
20473,Duplicate Record,Deleted,Multiple joins/reconnects
20474,Duplicate Record,Deleted,Multiple joins/reconnects
20477,Duplicate Record,Deleted,Multiple joins/reconnects
20479,Duplicate Record,Deleted,Multiple joins/reconnects
20480,Duplicate Record,Deleted,Multiple joins/reconnects
20491,Duplicate Record,Deleted,Multiple joins/reconnects
20535,Duplicate Record,Deleted,Multiple joins/reconnects
20536,Duplicate Record,Deleted,Multiple joins/reconnects
20564,Duplicate Record,Deleted,Multiple joins/reconnects
20574,Duplicate Record,Deleted,Multiple joins/reconnects
20575,Duplicate Record,Deleted,Multiple joins/reconnects
20596,Duplicate Record,Deleted,Multiple joins/reconnects
20620,Duplicate Record,Deleted,Multiple joins/reconnects
20621,Duplicate Record,Deleted,Multiple joins/reconnects
20628,Duplicate Record,Deleted,Multiple joins/reconnects
20629,Duplicate Record,Deleted,Multiple joins/reconnects
20635,Duplicate Record,Deleted,Multiple joins/reconnects
20636,Duplicate Record,Deleted,Multiple joins/reconnects
20641,Duplicate Record,Deleted,Multiple joins/reconnects
20647,Duplicate Record,Deleted,Multiple joins/reconnects
20648,Duplicate Record,Deleted,Multiple joins/reconnects
20680,Duplicate Record,Deleted,Multiple joins/reconnects
20681,Duplicate Record,Deleted,Multiple joins/reconnects
20715,Duplicate Record,Deleted,Multiple joins/reconnects
20716,Duplicate Record,Deleted,Multiple joins/reconnects
20722,Duplicate Record,Deleted,Multiple joins/reconnects
20723,Duplicate Record,Deleted,Multiple joins/reconnects
20735,Duplicate Record,Deleted,Multiple joins/reconnects
20736,Duplicate Record,Deleted,Multiple joins/reconnects
20763,Duplicate Record,Deleted,Multiple joins/reconnects
20764,Duplicate Record,Deleted,Multiple joins/reconnects
20775,Duplicate Record,Deleted,Multiple joins/reconnects
20776,Duplicate Record,Deleted,Multiple joins/reconnects
20781,Duplicate Record,Deleted,Multiple joins/reconnects
20784,Duplicate Record,Deleted,Multiple joins/reconnects
20785,Duplicate Record,Deleted,Multiple joins/reconnects
20808,Duplicate Record,Deleted,Multiple joins/reconnects
20809,Duplicate Record,Deleted,Multiple joins/reconnects
20835,Duplicate Record,Deleted,Multiple joins/reconnects
20836,Duplicate Record,Deleted,Multiple joins/reconnects
20856,Duplicate Record,Deleted,Multiple joins/reconnects
20875,Duplicate Record,Deleted,Multiple joins/reconnects
20876,Duplicate Record,Deleted,Multiple joins/reconnects
20880,Duplicate Record,Deleted,Multiple joins/reconnects
20881,Duplicate Record,Deleted,Multiple joins/reconnects
20909,Duplicate Record,Deleted,Multiple joins/reconnects
20936,Duplicate Record,Deleted,Multiple joins/reconnects
20937,Duplicate Record,Deleted,Multiple joins/reconnects
20958,Duplicate Record,Deleted,Multiple joins/reconnects
20959,Duplicate Record,Deleted,Multiple joins/reconnects
20963,Duplicate Record,Deleted,Multiple joins/reconnects
20964,Duplicate Record,Deleted,Multiple joins/reconnects
20971,Duplicate Record,Deleted,Multiple joins/reconnects
20980,Duplicate Record,Deleted,Multiple joins/reconnects
20981,Duplicate Record,Deleted,Multiple joins/reconnects
20989,Duplicate Record,Deleted,Multiple joins/reconnects
20990,Duplicate Record,Deleted,Multiple joins/reconnects
21018,Duplicate Record,Deleted,Multiple joins/reconnects
21023,Duplicate Record,Deleted,Multiple joins/reconnects
21052,Duplicate Record,Deleted,Multiple joins/reconnects
21053,Duplicate Record,Deleted,Multiple joins/reconnects
21063,Duplicate Record,Deleted,Multiple joins/reconnects
21064,Duplicate Record,Deleted,Multiple joins/reconnects
21089,Duplicate Record,Deleted,Multiple joins/reconnects
21090,Duplicate Record,Deleted,Multiple joins/reconnects
21116,Duplicate Record,Deleted,Multiple joins/reconnects
21121,Duplicate Record,Deleted,Multiple joins/reconnects
21122,Duplicate Record,Deleted,Multiple joins/reconnects
21131,Duplicate Record,Deleted,Multiple joins/reconnects
21140,Duplicate Record,Deleted,Multiple joins/reconnects
21162,Duplicate Record,Deleted,Multiple joins/reconnects
21163,Duplicate Record,Deleted,Multiple joins/reconnects
21185,Duplicate Record,Deleted,Multiple joins/reconnects
21186,Duplicate Record,Deleted,Multiple joins/reconnects
21226,Duplicate Record,Deleted,Multiple joins/reconnects
21227,Duplicate Record,Deleted,Multiple joins/reconnects
21233,Duplicate Record,Deleted,Multiple joins/reconnects
21244,Duplicate Record,Deleted,Multiple joins/reconnects
21246,Duplicate Record,Deleted,Multiple joins/reconnects
21247,Duplicate Record,Deleted,Multiple joins/reconnects
21267,Duplicate Record,Deleted,Multiple joins/reconnects
21270,Duplicate Record,Deleted,Multiple joins/reconnects
21276,Duplicate Record,Deleted,Multiple joins/reconnects
21277,Duplicate Record,Deleted,Multiple joins/reconnects
21286,Duplicate Record,Deleted,Multiple joins/reconnects
21287,Duplicate Record,Deleted,Multiple joins/reconnects
21293,Duplicate Record,Deleted,Multiple joins/reconnects
21306,Duplicate Record,Deleted,Multiple joins/reconnects
21309,Duplicate Record,Deleted,Multiple joins/reconnects
21316,Duplicate Record,Deleted,Multiple joins/reconnects
21317,Duplicate Record,Deleted,Multiple joins/reconnects
21322,Duplicate Record,Deleted,Multiple joins/reconnects
21336,Duplicate Record,Deleted,Multiple joins/reconnects
21342,Duplicate Record,Deleted,Multiple joins/reconnects
21343,Duplicate Record,Deleted,Multiple joins/reconnects
21351,Duplicate Record,Deleted,Multiple joins/reconnects
21352,Duplicate Record,Deleted,Multiple joins/reconnects
21358,Duplicate Record,Deleted,Multiple joins/reconnects
21359,Duplicate Record,Deleted,Multiple joins/reconnects
21413,Duplicate Record,Deleted,Multiple joins/reconnects
21417,Duplicate Record,Deleted,Multiple joins/reconnects
21419,Duplicate Record,Deleted,Multiple joins/reconnects
21436,Duplicate Record,Deleted,Multiple joins/reconnects
21437,Duplicate Record,Deleted,Multiple joins/reconnects
21451,Duplicate Record,Deleted,Multiple joins/reconnects
21453,Duplicate Record,Deleted,Multiple joins/reconnects
21501,Duplicate Record,Deleted,Multiple joins/reconnects
21522,Duplicate Record,Deleted,Multiple joins/reconnects
21523,Duplicate Record,Deleted,Multiple joins/reconnects
21540,Duplicate Record,Deleted,Multiple joins/reconnects
21545,Duplicate Record,Deleted,Multiple joins/reconnects
21546,Duplicate Record,Deleted,Multiple joins/reconnects
21552,Duplicate Record,Deleted,Multiple joins/reconnects
21553,Duplicate Record,Deleted,Multiple joins/reconnects
21566,Duplicate Record,Deleted,Multiple joins/reconnects
21568,Duplicate Record,Deleted,Multiple joins/reconnects
21588,Duplicate Record,Deleted,Multiple joins/reconnects
21589,Duplicate Record,Deleted,Multiple joins/reconnects
21603,Duplicate Record,Deleted,Multiple joins/reconnects
21604,Duplicate Record,Deleted,Multiple joins/reconnects
21610,Duplicate Record,Deleted,Multiple joins/reconnects
21611,Duplicate Record,Deleted,Multiple joins/reconnects
21617,Duplicate Record,Deleted,Multiple joins/reconnects
21651,Duplicate Record,Deleted,Multiple joins/reconnects
21652,Duplicate Record,Deleted,Multiple joins/reconnects
21655,Duplicate Record,Deleted,Multiple joins/reconnects
21671,Duplicate Record,Deleted,Multiple joins/reconnects
21688,Duplicate Record,Deleted,Multiple joins/reconnects
21689,Duplicate Record,Deleted,Multiple joins/reconnects
21697,Duplicate Record,Deleted,Multiple joins/reconnects
21734,Duplicate Record,Deleted,Multiple joins/reconnects
21735,Duplicate Record,Deleted,Multiple joins/reconnects
21747,Duplicate Record,Deleted,Multiple joins/reconnects
21748,Duplicate Record,Deleted,Multiple joins/reconnects
21766,Duplicate Record,Deleted,Multiple joins/reconnects
21769,Duplicate Record,Deleted,Multiple joins/reconnects
21770,Duplicate Record,Deleted,Multiple joins/reconnects
21785,Duplicate Record,Deleted,Multiple joins/reconnects
21829,Duplicate Record,Deleted,Multiple joins/reconnects
21833,Duplicate Record,Deleted,Multiple joins/reconnects
21834,Duplicate Record,Deleted,Multiple joins/reconnects
21837,Duplicate Record,Deleted,Multiple joins/reconnects
21881,Duplicate Record,Deleted,Multiple joins/reconnects
21894,Duplicate Record,Deleted,Multiple joins/reconnects
21927,Duplicate Record,Deleted,Multiple joins/reconnects
21928,Duplicate Record,Deleted,Multiple joins/reconnects
21935,Duplicate Record,Deleted,Multiple joins/reconnects
21943,Duplicate Record,Deleted,Multiple joins/reconnects
21944,Duplicate Record,Deleted,Multiple joins/reconnects
21953,Duplicate Record,Deleted,Multiple joins/reconnects
21954,Duplicate Record,Deleted,Multiple joins/reconnects
21974,Duplicate Record,Deleted,Multiple joins/reconnects
21975,Duplicate Record,Deleted,Multiple joins/reconnects
21984,Duplicate Record,Deleted,Multiple joins/reconnects
21993,Duplicate Record,Deleted,Multiple joins/reconnects
22011,Duplicate Record,Deleted,Multiple joins/reconnects
22026,Duplicate Record,Deleted,Multiple joins/reconnects
22034,Duplicate Record,Deleted,Multiple joins/reconnects
22045,Duplicate Record,Deleted,Multiple joins/reconnects
22046,Duplicate Record,Deleted,Multiple joins/reconnects
22060,Duplicate Record,Deleted,Multiple joins/reconnects
22061,Duplicate Record,Deleted,Multiple joins/reconnects
22087,Duplicate Record,Deleted,Multiple joins/reconnects
22091,Duplicate Record,Deleted,Multiple joins/reconnects
22110,Duplicate Record,Deleted,Multiple joins/reconnects
22111,Duplicate Record,Deleted,Multiple joins/reconnects
22122,Duplicate Record,Deleted,Multiple joins/reconnects
22138,Duplicate Record,Deleted,Multiple joins/reconnects
22139,Duplicate Record,Deleted,Multiple joins/reconnects
22143,Duplicate Record,Deleted,Multiple joins/reconnects
22144,Duplicate Record,Deleted,Multiple joins/reconnects
22159,Duplicate Record,Deleted,Multiple joins/reconnects
22160,Duplicate Record,Deleted,Multiple joins/reconnects
22190,Duplicate Record,Deleted,Multiple joins/reconnects
22202,Duplicate Record,Deleted,Multiple joins/reconnects
22203,Duplicate Record,Deleted,Multiple joins/reconnects
22207,Duplicate Record,Deleted,Multiple joins/reconnects
22256,Duplicate Record,Deleted,Multiple joins/reconnects
22261,Duplicate Record,Deleted,Multiple joins/reconnects
22267,Duplicate Record,Deleted,Multiple joins/reconnects
22270,Duplicate Record,Deleted,Multiple joins/reconnects
22271,Duplicate Record,Deleted,Multiple joins/reconnects
22296,Duplicate Record,Deleted,Multiple joins/reconnects
22297,Duplicate Record,Deleted,Multiple joins/reconnects
22315,Duplicate Record,Deleted,Multiple joins/reconnects
22316,Duplicate Record,Deleted,Multiple joins/reconnects
22326,Duplicate Record,Deleted,Multiple joins/reconnects
22333,Duplicate Record,Deleted,Multiple joins/reconnects
22334,Duplicate Record,Deleted,Multiple joins/reconnects
22348,Duplicate Record,Deleted,Multiple joins/reconnects
22351,Duplicate Record,Deleted,Multiple joins/reconnects
22352,Duplicate Record,Deleted,Multiple joins/reconnects
22355,Duplicate Record,Deleted,Multiple joins/reconnects
22356,Duplicate Record,Deleted,Multiple joins/reconnects
22364,Duplicate Record,Deleted,Multiple joins/reconnects
22366,Duplicate Record,Deleted,Multiple joins/reconnects
22367,Duplicate Record,Deleted,Multiple joins/reconnects
22371,Duplicate Record,Deleted,Multiple joins/reconnects
22372,Duplicate Record,Deleted,Multiple joins/reconnects
22389,Duplicate Record,Deleted,Multiple joins/reconnects
22400,Duplicate Record,Deleted,Multiple joins/reconnects
22401,Duplicate Record,Deleted,Multiple joins/reconnects
22459,Duplicate Record,Deleted,Multiple joins/reconnects
22460,Duplicate Record,Deleted,Multiple joins/reconnects
22468,Duplicate Record,Deleted,Multiple joins/reconnects
22476,Duplicate Record,Deleted,Multiple joins/reconnects
22477,Duplicate Record,Deleted,Multiple joins/reconnects
22508,Duplicate Record,Deleted,Multiple joins/reconnects
22526,Duplicate Record,Deleted,Multiple joins/reconnects
22527,Duplicate Record,Deleted,Multiple joins/reconnects
22530,Duplicate Record,Deleted,Multiple joins/reconnects
22531,Duplicate Record,Deleted,Multiple joins/reconnects
22559,Duplicate Record,Deleted,Multiple joins/reconnects
22576,Duplicate Record,Deleted,Multiple joins/reconnects
22577,Duplicate Record,Deleted,Multiple joins/reconnects
22585,Duplicate Record,Deleted,Multiple joins/reconnects
22586,Duplicate Record,Deleted,Multiple joins/reconnects
22594,Duplicate Record,Deleted,Multiple joins/reconnects
22607,Duplicate Record,Deleted,Multiple joins/reconnects
22613,Duplicate Record,Deleted,Multiple joins/reconnects
22614,Duplicate Record,Deleted,Multiple joins/reconnects
22616,Duplicate Record,Deleted,Multiple joins/reconnects
22617,Duplicate Record,Deleted,Multiple joins/reconnects
22621,Duplicate Record,Deleted,Multiple joins/reconnects
22649,Duplicate Record,Deleted,Multiple joins/reconnects
22657,Duplicate Record,Deleted,Multiple joins/reconnects
22658,Duplicate Record,Deleted,Multiple joins/reconnects
22672,Duplicate Record,Deleted,Multiple joins/reconnects
22673,Duplicate Record,Deleted,Multiple joins/reconnects
22683,Duplicate Record,Deleted,Multiple joins/reconnects
22684,Duplicate Record,Deleted,Multiple joins/reconnects
22687,Duplicate Record,Deleted,Multiple joins/reconnects
22688,Duplicate Record,Deleted,Multiple joins/reconnects
22699,Duplicate Record,Deleted,Multiple joins/reconnects
22700,Duplicate Record,Deleted,Multiple joins/reconnects
22703,Duplicate Record,Deleted,Multiple joins/reconnects
22704,Duplicate Record,Deleted,Multiple joins/reconnects
22707,Duplicate Record,Deleted,Multiple joins/reconnects
22708,Duplicate Record,Deleted,Multiple joins/reconnects
22713,Duplicate Record,Deleted,Multiple joins/reconnects
22737,Duplicate Record,Deleted,Multiple joins/reconnects
22752,Duplicate Record,Deleted,Multiple joins/reconnects
22753,Duplicate Record,Deleted,Multiple joins/reconnects
22766,Duplicate Record,Deleted,Multiple joins/reconnects
22767,Duplicate Record,Deleted,Multiple joins/reconnects
22777,Duplicate Record,Deleted,Multiple joins/reconnects
22779,Duplicate Record,Deleted,Multiple joins/reconnects
22784,Duplicate Record,Deleted,Multiple joins/reconnects
22785,Duplicate Record,Deleted,Multiple joins/reconnects
22799,Duplicate Record,Deleted,Multiple joins/reconnects
22800,Duplicate Record,Deleted,Multiple joins/reconnects
22809,Duplicate Record,Deleted,Multiple joins/reconnects
22810,Duplicate Record,Deleted,Multiple joins/reconnects
22824,Duplicate Record,Deleted,Multiple joins/reconnects
22825,Duplicate Record,Deleted,Multiple joins/reconnects
22837,Duplicate Record,Deleted,Multiple joins/reconnects
22838,Duplicate Record,Deleted,Multiple joins/reconnects
22879,Duplicate Record,Deleted,Multiple joins/reconnects
22880,Duplicate Record,Deleted,Multiple joins/reconnects
22897,Duplicate Record,Deleted,Multiple joins/reconnects
22906,Duplicate Record,Deleted,Multiple joins/reconnects
22917,Duplicate Record,Deleted,Multiple joins/reconnects
22918,Duplicate Record,Deleted,Multiple joins/reconnects
22937,Duplicate Record,Deleted,Multiple joins/reconnects
22961,Duplicate Record,Deleted,Multiple joins/reconnects
22964,Duplicate Record,Deleted,Multiple joins/reconnects
22965,Duplicate Record,Deleted,Multiple joins/reconnects
22976,Duplicate Record,Deleted,Multiple joins/reconnects
22977,Duplicate Record,Deleted,Multiple joins/reconnects
22984,Duplicate Record,Deleted,Multiple joins/reconnects
22985,Duplicate Record,Deleted,Multiple joins/reconnects
23013,Duplicate Record,Deleted,Multiple joins/reconnects
23025,Duplicate Record,Deleted,Multiple joins/reconnects
23026,Duplicate Record,Deleted,Multiple joins/reconnects
23030,Duplicate Record,Deleted,Multiple joins/reconnects
23031,Duplicate Record,Deleted,Multiple joins/reconnects
23035,Duplicate Record,Deleted,Multiple joins/reconnects
23036,Duplicate Record,Deleted,Multiple joins/reconnects
23061,Duplicate Record,Deleted,Multiple joins/reconnects
23070,Duplicate Record,Deleted,Multiple joins/reconnects
23095,Duplicate Record,Deleted,Multiple joins/reconnects
23096,Duplicate Record,Deleted,Multiple joins/reconnects
23120,Duplicate Record,Deleted,Multiple joins/reconnects
23121,Duplicate Record,Deleted,Multiple joins/reconnects
23145,Duplicate Record,Deleted,Multiple joins/reconnects
23150,Duplicate Record,Deleted,Multiple joins/reconnects
23151,Duplicate Record,Deleted,Multiple joins/reconnects
23164,Duplicate Record,Deleted,Multiple joins/reconnects
23165,Duplicate Record,Deleted,Multiple joins/reconnects
23170,Duplicate Record,Deleted,Multiple joins/reconnects
23171,Duplicate Record,Deleted,Multiple joins/reconnects
23175,Duplicate Record,Deleted,Multiple joins/reconnects
23202,Duplicate Record,Deleted,Multiple joins/reconnects
23206,Duplicate Record,Deleted,Multiple joins/reconnects
23215,Duplicate Record,Deleted,Multiple joins/reconnects
23218,Duplicate Record,Deleted,Multiple joins/reconnects
23219,Duplicate Record,Deleted,Multiple joins/reconnects
23221,Duplicate Record,Deleted,Multiple joins/reconnects
23222,Duplicate Record,Deleted,Multiple joins/reconnects
23236,Duplicate Record,Deleted,Multiple joins/reconnects
23248,Duplicate Record,Deleted,Multiple joins/reconnects
23249,Duplicate Record,Deleted,Multiple joins/reconnects
23269,Duplicate Record,Deleted,Multiple joins/reconnects
23296,Duplicate Record,Deleted,Multiple joins/reconnects
23297,Duplicate Record,Deleted,Multiple joins/reconnects
23315,Duplicate Record,Deleted,Multiple joins/reconnects
23339,Duplicate Record,Deleted,Multiple joins/reconnects
23380,Duplicate Record,Deleted,Multiple joins/reconnects
23399,Duplicate Record,Deleted,Multiple joins/reconnects
23406,Duplicate Record,Deleted,Multiple joins/reconnects
23419,Duplicate Record,Deleted,Multiple joins/reconnects
23428,Duplicate Record,Deleted,Multiple joins/reconnects
23432,Duplicate Record,Deleted,Multiple joins/reconnects
23465,Duplicate Record,Deleted,Multiple joins/reconnects
23466,Duplicate Record,Deleted,Multiple joins/reconnects
23479,Duplicate Record,Deleted,Multiple joins/reconnects
23504,Duplicate Record,Deleted,Multiple joins/reconnects
23511,Duplicate Record,Deleted,Multiple joins/reconnects
23533,Duplicate Record,Deleted,Multiple joins/reconnects
23534,Duplicate Record,Deleted,Multiple joins/reconnects
23546,Duplicate Record,Deleted,Multiple joins/reconnects
23555,Duplicate Record,Deleted,Multiple joins/reconnects
23602,Duplicate Record,Deleted,Multiple joins/reconnects
23603,Duplicate Record,Deleted,Multiple joins/reconnects
23651,Duplicate Record,Deleted,Multiple joins/reconnects
23652,Duplicate Record,Deleted,Multiple joins/reconnects
23708,Duplicate Record,Deleted,Multiple joins/reconnects
23709,Duplicate Record,Deleted,Multiple joins/reconnects
23717,Duplicate Record,Deleted,Multiple joins/reconnects
23727,Duplicate Record,Deleted,Multiple joins/reconnects
23740,Duplicate Record,Deleted,Multiple joins/reconnects
23755,Duplicate Record,Deleted,Multiple joins/reconnects
23756,Duplicate Record,Deleted,Multiple joins/reconnects
23767,Duplicate Record,Deleted,Multiple joins/reconnects
23768,Duplicate Record,Deleted,Multiple joins/reconnects
23776,Duplicate Record,Deleted,Multiple joins/reconnects
23778,Duplicate Record,Deleted,Multiple joins/reconnects
23779,Duplicate Record,Deleted,Multiple joins/reconnects
23783,Duplicate Record,Deleted,Multiple joins/reconnects
23793,Duplicate Record,Deleted,Multiple joins/reconnects
23799,Duplicate Record,Deleted,Multiple joins/reconnects
23800,Duplicate Record,Deleted,Multiple joins/reconnects
23825,Duplicate Record,Deleted,Multiple joins/reconnects
23844,Duplicate Record,Deleted,Multiple joins/reconnects
23873,Duplicate Record,Deleted,Multiple joins/reconnects
23875,Duplicate Record,Deleted,Multiple joins/reconnects
23877,Duplicate Record,Deleted,Multiple joins/reconnects
23878,Duplicate Record,Deleted,Multiple joins/reconnects
23903,Duplicate Record,Deleted,Multiple joins/reconnects
23904,Duplicate Record,Deleted,Multiple joins/reconnects
23965,Duplicate Record,Deleted,Multiple joins/reconnects
23971,Duplicate Record,Deleted,Multiple joins/reconnects
23985,Duplicate Record,Deleted,Multiple joins/reconnects
23986,Duplicate Record,Deleted,Multiple joins/reconnects
24002,Duplicate Record,Deleted,Multiple joins/reconnects
24003,Duplicate Record,Deleted,Multiple joins/reconnects
24011,Duplicate Record,Deleted,Multiple joins/reconnects
24012,Duplicate Record,Deleted,Multiple joins/reconnects
24065,Duplicate Record,Deleted,Multiple joins/reconnects
24066,Duplicate Record,Deleted,Multiple joins/reconnects
24080,Duplicate Record,Deleted,Multiple joins/reconnects
24081,Duplicate Record,Deleted,Multiple joins/reconnects
24089,Duplicate Record,Deleted,Multiple joins/reconnects
24108,Duplicate Record,Deleted,Multiple joins/reconnects
24134,Duplicate Record,Deleted,Multiple joins/reconnects
24136,Duplicate Record,Deleted,Multiple joins/reconnects
24137,Duplicate Record,Deleted,Multiple joins/reconnects
24145,Duplicate Record,Deleted,Multiple joins/reconnects
24164,Duplicate Record,Deleted,Multiple joins/reconnects
24169,Duplicate Record,Deleted,Multiple joins/reconnects
24170,Duplicate Record,Deleted,Multiple joins/reconnects
24172,Duplicate Record,Deleted,Multiple joins/reconnects
24216,Duplicate Record,Deleted,Multiple joins/reconnects
24222,Duplicate Record,Deleted,Multiple joins/reconnects
24223,Duplicate Record,Deleted,Multiple joins/reconnects
24234,Duplicate Record,Deleted,Multiple joins/reconnects
24235,Duplicate Record,Deleted,Multiple joins/reconnects
24264,Duplicate Record,Deleted,Multiple joins/reconnects
24271,Duplicate Record,Deleted,Multiple joins/reconnects
24272,Duplicate Record,Deleted,Multiple joins/reconnects
24289,Duplicate Record,Deleted,Multiple joins/reconnects
24290,Duplicate Record,Deleted,Multiple joins/reconnects
24294,Duplicate Record,Deleted,Multiple joins/reconnects
24295,Duplicate Record,Deleted,Multiple joins/reconnects
24299,Duplicate Record,Deleted,Multiple joins/reconnects
24325,Duplicate Record,Deleted,Multiple joins/reconnects
24328,Duplicate Record,Deleted,Multiple joins/reconnects
24333,Duplicate Record,Deleted,Multiple joins/reconnects
24334,Duplicate Record,Deleted,Multiple joins/reconnects
24337,Duplicate Record,Deleted,Multiple joins/reconnects
24378,Duplicate Record,Deleted,Multiple joins/reconnects
24379,Duplicate Record,Deleted,Multiple joins/reconnects
24391,Duplicate Record,Deleted,Multiple joins/reconnects
24392,Duplicate Record,Deleted,Multiple joins/reconnects
24452,Duplicate Record,Deleted,Multiple joins/reconnects
24453,Duplicate Record,Deleted,Multiple joins/reconnects
24463,Duplicate Record,Deleted,Multiple joins/reconnects
24464,Duplicate Record,Deleted,Multiple joins/reconnects
24496,Duplicate Record,Deleted,Multiple joins/reconnects
24511,Duplicate Record,Deleted,Multiple joins/reconnects
24512,Duplicate Record,Deleted,Multiple joins/reconnects
24528,Duplicate Record,Deleted,Multiple joins/reconnects
24533,Duplicate Record,Deleted,Multiple joins/reconnects
24549,Duplicate Record,Deleted,Multiple joins/reconnects
24550,Duplicate Record,Deleted,Multiple joins/reconnects
24556,Duplicate Record,Deleted,Multiple joins/reconnects
24557,Duplicate Record,Deleted,Multiple joins/reconnects
24572,Duplicate Record,Deleted,Multiple joins/reconnects
24573,Duplicate Record,Deleted,Multiple joins/reconnects
24592,Duplicate Record,Deleted,Multiple joins/reconnects
24593,Duplicate Record,Deleted,Multiple joins/reconnects
24600,Duplicate Record,Deleted,Multiple joins/reconnects
24601,Duplicate Record,Deleted,Multiple joins/reconnects
24613,Duplicate Record,Deleted,Multiple joins/reconnects
24614,Duplicate Record,Deleted,Multiple joins/reconnects
24617,Duplicate Record,Deleted,Multiple joins/reconnects
24620,Duplicate Record,Deleted,Multiple joins/reconnects
24636,Duplicate Record,Deleted,Multiple joins/reconnects
24653,Duplicate Record,Deleted,Multiple joins/reconnects
24654,Duplicate Record,Deleted,Multiple joins/reconnects
24660,Duplicate Record,Deleted,Multiple joins/reconnects
24662,Duplicate Record,Deleted,Multiple joins/reconnects
24699,Duplicate Record,Deleted,Multiple joins/reconnects
24700,Duplicate Record,Deleted,Multiple joins/reconnects
24707,Duplicate Record,Deleted,Multiple joins/reconnects
24708,Duplicate Record,Deleted,Multiple joins/reconnects
24737,Duplicate Record,Deleted,Multiple joins/reconnects
24738,Duplicate Record,Deleted,Multiple joins/reconnects
24745,Duplicate Record,Deleted,Multiple joins/reconnects
24746,Duplicate Record,Deleted,Multiple joins/reconnects
24770,Duplicate Record,Deleted,Multiple joins/reconnects
24771,Duplicate Record,Deleted,Multiple joins/reconnects
24776,Duplicate Record,Deleted,Multiple joins/reconnects
24777,Duplicate Record,Deleted,Multiple joins/reconnects
24789,Duplicate Record,Deleted,Multiple joins/reconnects
24815,Duplicate Record,Deleted,Multiple joins/reconnects
24816,Duplicate Record,Deleted,Multiple joins/reconnects
24818,Duplicate Record,Deleted,Multiple joins/reconnects
24853,Duplicate Record,Deleted,Multiple joins/reconnects
24854,Duplicate Record,Deleted,Multiple joins/reconnects
24876,Duplicate Record,Deleted,Multiple joins/reconnects
24877,Duplicate Record,Deleted,Multiple joins/reconnects
24904,Duplicate Record,Deleted,Multiple joins/reconnects
24905,Duplicate Record,Deleted,Multiple joins/reconnects
24911,Duplicate Record,Deleted,Multiple joins/reconnects
